URL,Extent,Work Value,Work Value Description
https://www.onetonline.org/link/details/51-9032.00,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/51-9032.00,31,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/51-9032.00,22,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/51-9032.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/51-4031.00,56,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/51-4031.00,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/51-4031.00,28,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/51-4031.00,28,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/51-4031.00,25,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/51-4031.00,17,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-2011.01,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-2011.01,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-2011.01,61,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-2011.01,58,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-2011.01,45,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-2011.01,28,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-2011.02,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-2011.02,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-2011.02,67,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-2011.02,58,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-2011.02,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-2011.02,39,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/27-2031.00,72,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/27-2031.00,67,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/27-2031.00,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/27-2031.00,50,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/27-2031.00,45,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/27-2031.00,33,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/43-9021.00,56,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/43-9021.00,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/43-9021.00,31,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/43-9021.00,17,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/43-9021.00,17,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/43-9021.00,11,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1243.01,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/15-1243.01,72,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/15-1243.01,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/15-1243.01,50,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1243.01,50,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/15-1243.01,28,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/15-1242.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/15-1242.00,67,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/15-1242.00,61,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/15-1242.00,56,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1242.00,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/15-1242.00,39,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/15-1243.00,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/15-1243.00,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/15-1243.00,72,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/15-1243.00,56,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/15-1243.00,45,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/15-1243.00,28,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/41-9011.00,78,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/41-9011.00,39,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/41-9011.00,33,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/41-9011.00,31,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/41-9011.00,28,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/41-9011.00,28,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/31-9091.00,83,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/31-9091.00,78,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/31-9091.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/31-9091.00,45,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/31-9091.00,39,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/31-9091.00,33,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1292.00,95,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-1292.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-1292.00,61,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-1292.00,58,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-1292.00,56,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-1292.00,45,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/51-9081.00,72,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/51-9081.00,56,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/51-9081.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/51-9081.00,45,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/51-9081.00,45,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/51-9081.00,39,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1021.00,95,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-1021.00,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-1021.00,83,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-1021.00,81,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-1021.00,78,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1021.00,39,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-1213.00,83,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-1213.00,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-1213.00,78,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1213.00,78,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-1213.00,78,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-1213.00,67,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/47-5011.00,78,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/47-5011.00,61,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/47-5011.00,33,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/47-5011.00,33,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/47-5011.00,22,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/47-5011.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/43-9031.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/43-9031.00,45,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/43-9031.00,39,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/43-9031.00,39,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/43-9031.00,33,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/43-9031.00,28,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/33-3021.00,70,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/33-3021.00,70,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/33-3021.00,67,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/33-3021.00,64,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/33-3021.00,64,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/33-3021.00,56,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-2032.00,78,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-2032.00,78,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-2032.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-2032.00,67,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-2032.00,61,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-2032.00,56,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-2051.00,72,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-2051.00,72,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/29-2051.00,33,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-2051.00,31,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-2051.00,28,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-2051.00,22,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1031.00,83,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/29-1031.00,78,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/29-1031.00,67,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/29-1031.00,67,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/29-1031.00,61,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/29-1031.00,50,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/35-9011.00,72,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/35-9011.00,33,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/35-9011.00,17,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/35-9011.00,11,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/35-9011.00,11,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/35-9011.00,11,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/21-2021.00,100,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/21-2021.00,78,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/21-2021.00,72,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/21-2021.00,67,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/21-2021.00,45,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/21-2021.00,45,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/35-9021.00,50,Relationships,"Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.Related occupations"
https://www.onetonline.org/link/details/35-9021.00,28,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/35-9021.00,17,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/35-9021.00,11,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
https://www.onetonline.org/link/details/35-9021.00,11,Recognition,"Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority,  and Social Status.Related occupations"
https://www.onetonline.org/link/details/35-9021.00,8,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/43-5032.00,61,Independence,"Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.Related occupations"
https://www.onetonline.org/link/details/43-5032.00,61,Support,"Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.Related occupations"
https://www.onetonline.org/link/details/43-5032.00,53,Working Conditions,"Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and .Related occupations"
https://www.onetonline.org/link/details/43-5032.00,39,Achievement,"Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and .Related occupations"
